column_name,required_column,description
bs-cult_target,Optional,The target microbial analyte in terms of investigation scope. This field accepts terms under organism (http://purl.obolibrary.org/obo/NCIT_C14250). This field also accepts identification numbers from NCBI under https://www.ncbi.nlm.nih.gov/taxonomy
bs-dietary_claim_use,Optional,"These descriptors are used either for foods intended for special dietary use as defined in 21 CFR 105 or for foods that have special characteristics indicated in the name or labeling. This field accepts terms listed under dietary claim or use (http://purl.obolibrary.org/obo/FOODON_03510023). Multiple terms can be separated by one or more pipes, but please consider limiting this list to the most prominent dietary claim or use"
bs-enrichment_protocol,Optional,The microbiological workflow or protocol followed to test for the presence or enumeration of the target microbial analyte(s). Please provide a PubMed or DOI reference for published protocols
bs-env_monitoring_zone,Optional,"An environmental monitoring zone is a formal designation as part of an environmental monitoring program, in which areas of a food production facility are categorized, commonly as zones 1-4, based on likelihood or risk of foodborne pathogen contamination. This field accepts entries of zones 1-4, e.g., Zone 1"
bs-experimental_factor,Optional,Variable aspect of experimental design
bs-facility_type,Optional,"Establishment details about the type of facility where the sample was taken. This is independent of the specific product(s) within the facility, e.g., manufacturing-processing"
bs-food_additive,Optional,"A substance or substances added to food to maintain or improve safety and freshness, to improve or maintain nutritional value, or improve taste, texture and appearance.  This field encourages terms listed under food additive (http://purl.obolibrary.org/obo/FOODON_03412972). Multiple terms can be separated by one or more pipes, but please consider limiting this list to the top 5 ingredients listed in order as on the food label.  See also, https://www.fda.gov/food/food-ingredients-packaging/overview-food-ingredients-additives-colors, e.g., xanthan gum [FOODON:03413321]"
bs-food_allergen_label,Optional,A label indication that the product contains a recognized allergen. This field accepts terms listed under dietary claim or use (http://purl.obolibrary.org/obo/FOODON_03510213)
bs-food_contain_wrap,Optional,"Type of container or wrapping defined by the main container material, the container form, and the material of the liner lids or ends. Also type of container or wrapping by form; prefer description by material first, then by form. This field encourages terms listed under food container or wrapping (http://purl.obolibrary.org/obo/FOODON_03490100), e.g., bottle or jar [FOODON:03490203]"
bs-food_cooking_proc,Optional,"The transformation of raw food by the application of heat. This field encourages terms listed under food cooking (http://purl.obolibrary.org/obo/FOODON_03450002), e.g., food blanching [FOODON:03470175]"
bs-food_dis_point,Optional,"A reference to a place on the Earth, by its name or by its geographical location that refers to a distribution point along the food chain. This field accepts terms listed under geographic location (http://purl.obolibrary.org/obo/GAZ_00000448). Reference: Adam Diamond, James Barham. Moving Food Along the Value Chain: Innovations in Regional Food Distribution. U.S. Dept. of Agriculture, Agricultural Marketing Service. Washington, DC. March 2012. http://dx.doi.org/10.9752/MS045.03-2012"
bs-food_dis_point_city,Optional,"A reference to a place on the Earth, by its name or by its geographical location that refers to a distribution point along the food chain. This field accepts terms listed under geographic location (http://purl.obolibrary.org/obo/GAZ_00000448). Reference: Adam Diamond, James Barham. Moving Food Along the Value Chain: Innovations in Regional Food Distribution. U.S. Dept. of Agriculture, Agricultural Marketing Service. Washington, DC. March 2012. http://dx.doi.org/10.9752/MS045.03-2012"
bs-food_ingredient,Optional,"In this field, please list individual ingredients for multi-component food [FOODON:00002501] and simple foods that is not captured in food_type. Please use terms that are present in FoodOn. Multiple terms can be separated by one or more pipes, but please consider limiting this list to the top 5 ingredients listed in order as on the food label. See also, https://www.fda.gov/food/food-ingredients-packaging/overview-food-ingredients-additives-colors"
bs-food_name_status,Optional,A datum indicating that use of a food product name is regulated in some legal jurisdiction. This field accepts terms listed under food product name legal status (http://purl.obolibrary.org/obo/FOODON_03530087)
bs-food_origin,Optional,"A reference to a place on the Earth, by its name or by its geographical location that describes the origin of the food commodity, either in terms of its cultivation or production. This field encourages terms listed under geographic location (http://purl.obolibrary.org/obo/GAZ_00000448), e.g., Thailand"
bs-food_pack_capacity,Optional,The maximum number of product units within a package
bs-food_pack_integrity,Optional,"A term label and term id to describe the state of the packing material and text to explain the exact condition.  This field encourages terms listed under food packing medium integrity (http://purl.obolibrary.org/obo/FOODON_03530218), e.g., food packing medium compromised [FOODON:00002517]"
bs-food_pack_medium,Optional,"The medium in which the food is packed for preservation and handling or the medium surrounding homemade foods, e.g., peaches cooked in sugar syrup. The packing medium may provide a controlled environment for the food. It may also serve to improve palatability and consumer appeal. This includes edible packing media (e.g. fruit juice), gas other than air (e.g. carbon dioxide), vacuum packed, or packed with aerosol propellant. This field encourages terms under food packing medium (http://purl.obolibrary.org/obo/FOODON_03480020). Multiple terms may apply and can be separated by pipes, e.g., vacuum-packed [FOODON:03480027]"
bs-food_preserv_proc,Optional,"The methods contributing to the prevention or retardation of microbial, enzymatic or oxidative spoilage and thus to the extension of shelf life. This field encourages terms listed under food preservation process (http://purl.obolibrary.org/obo/FOODON_03470107), e.g., food fermentation [FOODON:00001304]"
bs-food_prior_contact,Optional,"The material the food contacted (e.g., was processed in) prior to packaging. This field accepts terms listed under material of contact prior to food packaging (http://purl.obolibrary.org/obo/FOODON_03530077). If the proper descriptor is not listed please use text to describe the material of contact prior to food packaging"
bs-food_prod_char,Optional,"Descriptors of the food production system such as wild caught, free-range, organic, free-range, industrial, dairy, beef"
bs-food_prod_synonym,Optional,"Other names by which the food product is known by (e.g., regional or non-English names), e.g., pinot gris"
bs-food_quality_date,Optional,"The date recommended for the use of the product while at peak quality, this date is not a reflection of safety unless used on infant formula this date is not a reflection of safety and is typically labeled on a food product as """"best if used by,"""" best by,"""" """"use by,"""" or """"freeze by"""", e.g., 5/24/2020"
bs-food_source,Optional,"Individual organism or category of organisms from which the food product or its major ingredient is derived, e.g., giant tiger prawn [FOODON:03412612]"
bs-food_trace_list,Optional,"The FDA is proposing to establish additional traceability recordkeeping requirements (beyond what is already required in existing regulations) for persons who manufacture, process, pack, or hold foods the Agency has designated for inclusion on the Food Traceability List. The Food Traceability List (FTL) identifies the foods for which the additional traceability records described in the proposed rule would be required. The term """"Food Traceability List"""" (FTL) refers not only to the foods specifically listed (https://www.fda.gov/media/142303/download), but also to any foods that contain listed foods as ingredients, e.g., tropical tree fruits"
bs-food_trav_mode,Optional,A descriptor for the method of movement of food commodity along the food distribution system. This field accepts terms listed under travel mode (http://purl.obolibrary.org/obo/GENEPIO_0001064). If the proper descrptor is not listed please use text to describe the mode of travel. Multiple terms can be separated by one or more pipes
bs-food_trav_vehic,Optional,A descriptor for the mobile machine which is used to transport food commodities along the food distribution system. This field accepts terms listed under vehicle (http://purl.obolibrary.org/obo/ENVO_01000604). If the proper descrptor is not listed please use text to describe the mode of travel. Multiple terms can be separated by one or more pipes
bs-food_treat_proc,Optional,"Used to specifically characterize a food product based on the treatment or processes applied to the product or any indexed ingredient. The processes include adding, substituting or removing components or modifying the food or component, e.g., through fermentation. Multiple values can be assigned. This fields accepts terms listed under food treatment process (http://purl.obolibrary.org/obo/FOODON_03460111)"
bs-freq_clean,Optional,"The number of times the sample location is cleaned, e.g., daily, weekly, monthly, quarterly, annually"
bs-genetic_mod,Optional,"Genetic modifications of the genome of an organism, which may occur naturally by spontaneous mutation, or be introduced by some experimental means, e.g. specification of a transgene or the gene knocked-out or details of transient transfection"
bs-haccp_term,Optional,Hazard Analysis Critical Control Points (HACCP) food safety terms; This field accepts terms listed under HACCP guide food safety term (http://purl.obolibrary.org/obo/FOODON_03530221)
bs-hygienic_area,Optional,The subdivision of areas within a food production facility according to hygienic requirements. This field accepts terms listed under hygienic food production area (http://purl.obolibrary.org/obo/ENVO). Please add a term that most accurately indicates the hygienic area your sample was taken from according to the definitions provided
bs-indoor_surf,Optional,type of indoor surface
bs-intended_consumer,Optional,"Food consumer type, human or animal, for which the food product is produced and marketed, e.g., human"
bs-isolation_source,Optional,"Describes the physical, environmental and/or local geographical source of the biological sample from which the sample was derived."
bs-lot_number,Optional,A distinctive alpha-numeric identification code assigned by the manufacturer or distributor to a specific quantity of manufactured material or product within a batch. The submitter should provide lot number of the item followed by the item name for which the lot number was provided
bs-microb_cult_med,Optional,"A culture medium used to select for, grow, and maintain prokaryotic microorganisms. Can be in either liquid (broth) or solidified (e.g. with agar) forms. This field accepts terms listed under microbiological culture medium (http://purl.obolibrary.org/obo/MICRO_0000067). If the proper descriptor is not listed please use text to describe the culture medium"
bs-misc_param,Optional,"any other measurement performed or parameter collected, that is not listed here"
bs-neg_cont_type,Optional,"The substance or equipment used as a negative control in an investigation, e.g., distilled water, phosphate buffer, empty collection device, empty collection tube, DNA-free PCR mix, sterile swab, sterile syringe"
bs-num_samp_collect,Optional,The number of samples collected during the current sampling event
bs-omics_observ_id,Optional,"A unique identifier of the omics-enabled observatory (or comparable time series) your data derives from. This identifier should be provided by the OMICON ontology; if you require a new identifier for your time series, contact the ontology's developers. Information is available here: https://github.com/GLOMICON/omicon. This field is only applicable to records which derive from an omics time-series or observatory."
bs-organism_count,Optional,"total count of any organism per gram or volume of sample,should include name of organism followed by count; can include multiple organism counts"
bs-part_plant_animal,Optional,"The anatomical part of the organism being involved in food production or consumption; e.g., a carrot is the root of the plant (root vegetable). This field accepts terms listed under part of plant or animal (http://purl.obolibrary.org/obo/FOODON_03420116)"
bs-pool_dna_extracts,Optional,were multiple DNA extractions mixed? how many?
bs-pos_cont_type,Optional,"The substance, mixture, product, or apparatus used to verify that a process which is part of an investigation delivers a true positive"
bs-prod_label_claims,Optional,"Labeling claims containing descriptors such as wild caught, free-range, organic, free-range, industrial, hormone-free, antibiotic free, cage free"
bs-purpose_of_sampling,Optional,"the reason that the sample was collected, e.g., active surveillance in response to an outbreak, active surveillance not initiated by an outbreak, clinical trial, cluster investigation, environmental assessment, farm sample, field trial, for cause, industry internal investigation, market sample, passive surveillance, population based studies, research, research and development"
bs-rel_to_oxygen,Optional,"Is this organism an aerobe, anaerobe? Please note that aerobic and anaerobic are valid descriptors for microbial environments, eg, aerobe, anaerobe, facultative, microaerophilic, microanaerobe, obligate aerobe, obligate anaerobe, missing, not applicable, not collected, not provided, restricted access"
bs-repository,Optional,"the name of the institution where the sample or DNA extract is held or ""sample not available"" if the sample was used in its entirety for analysis or otherwise not retained"
bs-room_dim,Optional,"The length, width and height of sampling room"
bs-samp_collect_device,Optional,Method or device employed for collecting sample
bs-samp_collect_method,Optional,The method employed for collecting the sample
bs-samp_floor,Optional,"The floor of the building, where the sampling room is located, e.g., 1st floor, 2nd floor, basement, lobby"
bs-samp_loc_condition,Optional,"The condition of the sample location at the time of sampling, e.g., damaged, new, rupture, visible signs of mold-mildew, visible weariness repair"
bs-samp_mat_process,Optional,Processing applied to the sample during or after isolation
bs-samp_pooling,Optional,"Physical combination of several instances of like material, e.g., RNA extracted from samples or dishes of cell cultures into one big aliquot of cells. Please provide a short description of the samples that were pooled"
bs-samp_rep_biol,Optional,Measurements of biologically distinct samples that show biological variation
bs-samp_rep_tech,Optional,Repeated measurements of the same sample that show independent measures of the noise associated with the equipment and the protocols
bs-samp_room_id,Optional,Sampling room number. This ID should be consistent with the designations on the building floor plans
bs-samp_size,Optional,"Amount or size of sample (volume, mass or area) that was collected"
bs-samp_store_dur,Optional,
bs-samp_store_loc,Optional,
bs-samp_store_temp,Optional,
bs-samp_surf_moisture,Optional,"Degree of water held on a sampled surface, e.g., intermittent moisture, not present, submerged"
bs-samp_transport_cont,Optional,"Container in which the sample was stored during transport. Indicate the location name, e.g., bottle, cooler, glass vial, plastic vial, vendor supplied container"
bs-samp_transport_dur,Optional,The duration of time from when the sample was collected until processed. Indicate the duration for which the sample was stored written in ISO 8601 format
bs-samp_transport_temp,Optional,"Temperature at which sample was transported, e.g., -20 or 4 degree Celsius"
bs-samp_vol_we_dna_ext,Optional,volume (mL) or weight (g) of sample processed for DNA extraction
bs-size_frac,Optional,"Filtering pore size used in sample preparation, e.g., 0-0.22 micrometer"
bs-source_material_id,Optional,"unique identifier assigned to a material sample used for extracting nucleic acids, and subsequent sequencing. The identifier can refer either to the original material collected or to any derived sub-samples."
bs-ster_meth_samp_room,Optional,"The method used to sterilize the sampling room. This field accepts terms listed under electromagnetic radiation (http://purl.obolibrary.org/obo/ENVO_01001026). If the proper descriptor is not listed, please use text to describe the sampling room sterilization method. Multiple terms can be separated by pipes"
bs-study_design,Optional,Epidemiological or omics reseach design context that this biosample was used in.
bs-study_inc_dur,Optional,Sample incubation duration if unpublished or unvalidated method is used. Indicate the timepoint written in ISO 8601 format
bs-study_inc_temp,Optional,Sample incubation temperature if unpublished or unvalidated method is used
bs-study_timecourse,Optional,"For time-course research studies involving samples of the food commodity, indicate the total duration of the time-course study"
bs-study_tmnt,Optional,"A process in which the act is intended to modify or alter some other material entity. From the study design, each treatment is comprised of one level of one or multiple factors. This field accepts terms listed under treatment (http://purl.obolibrary.org/obo/MCO_0000866). If the proper descriptor is not listed please use text to describe the study treatment. Multiple terms can be separated by one or more pipes"
bs-subspecf_gen_lin,Optional,"Information about the genetic distinctness of the lineage (eg., biovar, serovar)"
bs-surf_material,Optional,surface materials at the point of sampling
bs-timepoint,Optional,Time point at which a sample or observation is made or taken from a biomaterial as measured from some reference point. Indicate the timepoint written in ISO 8601 format
bs-title,Optional,"Optional internal field for how the BioSample submission should be named when viewed from the NCBI submission portal. If not provided, when performing submissions <--submission_name> with the suffix ""-BS"" will be used instead."
bs-comment,Optional,Optional internal field explaining the purpose of the submission for when interacting and resolving submission issues with NCBI.
