column_name,required_column,description
bs-sludge_retent_time,Optional,the time activated sludge remains in reactor
bs-sodium,Optional,sodium concentration
bs-soluble_inorg_mat,Optional,"concentration of substances such as ammonia, road-salt, sea-salt, cyanide, hydrogen sulfide, thiocyanates, thiosulfates, etc."
bs-soluble_org_mat,Optional,"concentration of substances such as urea, fruit sugars, soluble proteins, drugs, pharmaceuticals, etc."
bs-source_material_id,Optional,"unique identifier assigned to a material sample used for extracting nucleic acids, and subsequent sequencing. The identifier can refer either to the original material collected or to any derived sub-samples."
bs-subspecf_gen_lin,Optional,"Information about the genetic distinctness of the lineage (eg., biovar, serovar)"
bs-suspend_solids,Optional,"concentration of substances including a wide variety of material, such as silt, decaying plant and animal matter, etc,; can include multiple substances"
bs-temp,Optional,temperature of the sample at time of sampling
bs-tertiary_treatment,Optional,the process providing a final treatment stage to raise the effluent quality before it is discharged to the receiving environment
bs-tot_nitro,Optional,total nitrogen content of the sample
bs-tot_phosphate,Optional,total amount or concentration of phosphate
bs-trophic_level,Optional,"Feeding position in food chain (eg., chemolithotroph)"
bs-wastewater_type,Optional,"the origin of wastewater such as human waste, rainfall, storm drains, etc."
bs-title,Optional,"Optional internal field for how the BioSample submission should be named when viewed from the NCBI submission portal. If not provided, when performing submissions <--submission_name> with the suffix ""-BS"" will be used instead."
bs-comment,Optional,Optional internal field explaining the purpose of the submission for when interacting and resolving submission issues with NCBI.
