column_name,required_column,description
bs-samp_collect_device,Optional,Method or device employed for collecting sample
bs-samp_mat_process,Optional,Processing applied to the sample during or after isolation
bs-samp_size,Optional,"Amount or size of sample (volume, mass or area) that was collected"
bs-samp_vol_we_dna_ext,Optional,volume (mL) or weight (g) of sample processed for DNA extraction
bs-season_precpt,Optional,"The average of all seasonal precipitation values known, or an estimated equivalent value derived by such methods as regional indexes or Isohyetal maps"
bs-season_temp,Optional,Mean seasonal temperature
bs-sieving,Optional,collection design of pooled samples and/or sieve size and amount of sample sieved
bs-slope_aspect,Optional,"the direction a slope faces. While looking down a slope use a compass to record the direction you are facing (direction or degrees); e.g., NW or 315°. This measure provides an indication of sun and wind exposure that will influence soil temperature and evapotranspiration."
bs-slope_gradient,Optional,commonly called “slope.” The angle between ground surface and a horizontal line (in percent). This is the direction that overland water would flow. This measure is usually taken with a hand level meter or clinometer.
bs-soil_horizon,Optional,specific layer in the land area which measures parallel to the soil surface and possesses physical characteristics which differ from the layers above and beneath
bs-soil_text_measure,Optional,"the relative proportion of different grain sizes of mineral particles in a soil, as described using a standard system; express as % sand (50 um to 2 mm), silt (2 um to 50 um), and clay (<2 um) with textural name (e.g., silty clay loam) optional."
bs-soil_texture_meth,Optional,reference or method used in determining soil texture
bs-soil_type,Optional,soil series name or other lower-level classification
bs-soil_type_meth,Optional,reference or method used in determining soil series name or other lower-level classification
bs-source_material_id,Optional,"unique identifier assigned to a material sample used for extracting nucleic acids, and subsequent sequencing. The identifier can refer either to the original material collected or to any derived sub-samples."
bs-store_cond,Optional,explain how and for how long the soil sample was stored before DNA extraction.
bs-subspecf_gen_lin,Optional,"Information about the genetic distinctness of the lineage (eg., biovar, serovar)"
bs-tillage,Optional,note method(s) used for tilling
bs-tot_n_meth,Optional,reference or method used in determining the total N
bs-tot_nitro,Optional,total nitrogen content of the sample
bs-tot_nitro_cont_meth,Optional,Reference or method used in determining the total nitrogen
bs-tot_org_c_meth,Optional,reference or method used in determining total organic C
bs-tot_org_carb,Optional,Definition for soil: total organic C content of the soil units of g C/kg soil. Definition otherwise: total organic carbon content
bs-water_content,Optional,water content measurement
bs-water_content_soil_meth,Optional,reference or method used in determining the water content of soil
bs-title,Optional,"Optional internal field for how the BioSample submission should be named when viewed from the NCBI submission portal. If not provided, when performing submissions <--submission_name> with the suffix ""-BS"" will be used instead."
bs-comment,Optional,Optional internal field explaining the purpose of the submission for when interacting and resolving submission issues with NCBI.
