column_name,required_column,description
bs-org_carb,Optional,concentration of organic carbon
bs-org_matter,Optional,concentration of organic matter
bs-org_nitro,Optional,concentration of organic nitrogen
bs-organism_count,Optional,"total count of any organism per gram or volume of sample,should include name of organism followed by count; can include multiple organism counts"
bs-oxy_stat_samp,Optional,oxygenation status of sample
bs-part_org_carb,Optional,concentration of particulate organic carbon
bs-part_org_nitro,Optional,concentration of particulate organic nitrogen
bs-pathogenicity,Optional,To what is the entity pathogenic
bs-perturbation,Optional,"type of perturbation, e.g. chemical administration, physical disturbance, etc., coupled with time that perturbation occurred; can include multiple perturbation types"
bs-petroleum_hydrocarb,Optional,concentration of petroleum hydrocarbon
bs-ph,Optional,pH measurement
bs-phaeopigments,Optional,concentration of phaeopigments; can include multiple phaeopigments
bs-phosphate,Optional,concentration of phosphate
bs-phosplipid_fatt_acid,Optional,concentration of phospholipid fatty acids; can include multiple values
bs-photon_flux,Optional,measurement of photon flux
bs-pos_cont_type,Optional,"The substance, mixture, product, or apparatus used to verify that a process which is part of an investigation delivers a true positive"
bs-potassium,Optional,concentration of potassium
bs-pressure,Optional,"pressure to which the sample is subject, in atmospheres"
bs-primary_prod,Optional,measurement of primary production
bs-redox_potential,Optional,"redox potential, measured relative to a hydrogen cell, indicating oxidation or reduction potential"
bs-rel_to_oxygen,Optional,"Is this organism an aerobe, anaerobe? Please note that aerobic and anaerobic are valid descriptors for microbial environments, eg, aerobe, anaerobe, facultative, microaerophilic, microanaerobe, obligate aerobe, obligate anaerobe, missing, not applicable, not collected, not provided, restricted access"
bs-salinity,Optional,salinity measurement
bs-samp_collect_device,Optional,Method or device employed for collecting sample
bs-samp_mat_process,Optional,Processing applied to the sample during or after isolation
bs-samp_size,Optional,"Amount or size of sample (volume, mass or area) that was collected"
bs-samp_store_dur,Optional,
bs-samp_store_loc,Optional,
bs-samp_store_temp,Optional,
bs-samp_vol_we_dna_ext,Optional,volume (mL) or weight (g) of sample processed for DNA extraction
bs-silicate,Optional,concentration of silicate
bs-size_frac_low,Optional,Refers to the mesh/pore size used to pre-filter/pre-sort the sample. Materials larger than the size threshold are excluded from the sample
bs-size_frac_up,Optional,Refers to the mesh/pore size used to retain the sample. Materials smaller than the size threshold are excluded from the sample
bs-sodium,Optional,sodium concentration
bs-soluble_react_phosp,Optional,concentration of soluble reactive phosphorus
bs-source_material_id,Optional,"unique identifier assigned to a material sample used for extracting nucleic acids, and subsequent sequencing. The identifier can refer either to the original material collected or to any derived sub-samples."
bs-subspecf_gen_lin,Optional,"Information about the genetic distinctness of the lineage (eg., biovar, serovar)"
bs-sulfate,Optional,concentration of sulfate
bs-sulfide,Optional,concentration of sulfide
bs-suspend_part_matter,Optional,concentration of suspended particulate matter
bs-temp,Optional,temperature of the sample at time of sampling
bs-tidal_stage,Optional,stage of tide
bs-tot_depth_water_col,Optional,measurement of total depth of water column
bs-tot_diss_nitro,Optional,"total dissolved nitrogen concentration, reported as nitrogen, measured by: total dissolved nitrogen = NH4 + NO3NO2 + dissolved organic nitrogen"
bs-tot_inorg_nitro,Optional,total inorganic nitrogen content
bs-tot_nitro,Optional,total nitrogen content of the sample
bs-tot_part_carb,Optional,total particulate carbon content
bs-tot_phosp,Optional,"total phosphorus concentration, calculated by: total phosphorus = total dissolved phosphorus + particulate phosphorus. Can also be measured without filtering, reported as phosphorus"
bs-trophic_level,Optional,"Feeding position in food chain (eg., chemolithotroph)"
bs-turbidity,Optional,turbidity measurement
bs-water_current,Optional,measurement of magnitude and direction of flow within a fluid
bs-title,Optional,"Optional internal field for how the BioSample submission should be named when viewed from the NCBI submission portal. If not provided, when performing submissions <--submission_name> with the suffix ""-BS"" will be used instead."
bs-comment,Optional,Optional internal field explaining the purpose of the submission for when interacting and resolving submission issues with NCBI.
