column_name,required_column,description
bs-cult_isol_date,Optional,"A culture isolation date is a date-time entity marking the end of a process in which a sample yields a positive result for the target microbial analyte(s) in the form of an isolated colony or colonies, e.g., 5/24/2020"
bs-cult_result,Optional,"Any result of a bacterial culture experiment reported as a binary assessment, e.g., absent, active, inactive, negative, no, present, positive, yes"
bs-cult_result_org,Optional,Taxonomic information about the cultured organism(s)
bs-cult_target,Optional,The target microbial analyte in terms of investigation scope. This field accepts terms under organism (http://purl.obolibrary.org/obo/NCIT_C14250). This field also accepts identification numbers from NCBI under https://www.ncbi.nlm.nih.gov/taxonomy
bs-date_extr_weath,Optional,"Date of unusual weather events that may have affected microbial populations. Multiple terms can be separated by pipes, listed in reverse chronological order"
bs-derived_from,Optional,Indicates when one BioSample was derived from another BioSample. Value should include BioSample accession number(s) (SAMNxxxxxxxx).
bs-enrichment_protocol,Optional,The microbiological workflow or protocol followed to test for the presence or enumeration of the target microbial analyte(s). Please provide a PubMed or DOI reference for published protocols
bs-experimental_factor,Optional,Variable aspect of experimental design
bs-extr_weather_event,Optional,"Unusual weather events that may have affected microbial populations. Multiple terms can be separated by pipes, listed in reverse chronological order, e.g., hail"
bs-farm_equip,Optional,"List of relevant equipment used for planting, fertilization, harvesting, irrigation, land levelling, residue management, weeding or transplanting during the growing season.  This field encourages terms listed under agricultural implement (http://purl.obolibrary.org/obo/AGRO_00000416). Multiple terms can be separated by pipes, e.g., combine harvester [AGRO:00000473]"
bs-farm_equip_san,Optional,Method used to sanitize growing and harvesting equipment including type and concentration of sanitizing solution and frequency of sanitization
bs-farm_equip_san_freq,Optional,"The number of times farm equipment is cleaned. Frequency of cleaning might be on a daily basis, weekly, monthly, quarterly or annually"
bs-farm_equip_shared,Optional,"List of planting, growing or harvesting equipment shared with other farms"
bs-farm_water_source,Optional,"Source of water used on the farm for irrigation of crops or watering of livestock, e.g., water well"
bs-fertilizer_admin,Optional,"Type of fertilizer or amendment added to the soil or water for the purpose of improving substrate health and quality for plant growth. This field encourages terms listed under agronomic fertilizer (http://purl.obolibrary.org/obo/AGRO_00002062). Multiple terms may apply and can be separated by pipes, listing in reverse chronological order, e.g., fish emulsion [AGRO:00000082]"
bs-fertilizer_date,Optional,"Date of administration of soil amendment or fertilizer. Multiple terms may apply and can be separated by pipes, listing in reverse chronological order"
bs-food_clean_proc,Optional,"The process of cleaning food to separate other environmental materials from the food source. Multiple terms can be separated by pipes, e.g., rinsed with water|scrubbed with brush"
bs-food_contact_surf,Optional,"The specific container or coating materials in direct contact with the food. Multiple values can be assigned.  This field encourages terms listed under food contact surface (http://purl.obolibrary.org/obo/FOODON_03500010), e.g., aluminum surface [FOODON:03500042]"
bs-food_contain_wrap,Optional,"Type of container or wrapping defined by the main container material, the container form, and the material of the liner lids or ends. Also type of container or wrapping by form; prefer description by material first, then by form. This field encourages terms listed under food container or wrapping (http://purl.obolibrary.org/obo/FOODON_03490100), e.g., bottle or jar [FOODON:03490203]"
bs-food_harvest_proc,Optional,"A harvesting process is a process which takes in some food material from an individual or community of plant or animal organisms in a given context and time, and outputs a precursor or consumable food product. This may include a part of an organism or the whole, and may involve killing the organism"
bs-food_pack_medium,Optional,"The medium in which the food is packed for preservation and handling or the medium surrounding homemade foods, e.g., peaches cooked in sugar syrup. The packing medium may provide a controlled environment for the food. It may also serve to improve palatability and consumer appeal. This includes edible packing media (e.g. fruit juice), gas other than air (e.g. carbon dioxide), vacuum packed, or packed with aerosol propellant. This field encourages terms under food packing medium (http://purl.obolibrary.org/obo/FOODON_03480020). Multiple terms may apply and can be separated by pipes, e.g., vacuum-packed [FOODON:03480027]"
bs-food_preserv_proc,Optional,"The methods contributing to the prevention or retardation of microbial, enzymatic or oxidative spoilage and thus to the extension of shelf life. This field encourages terms listed under food preservation process (http://purl.obolibrary.org/obo/FOODON_03470107), e.g., food fermentation [FOODON:00001304]"
bs-food_prod_char,Optional,"Descriptors of the food production system such as wild caught, free-range, organic, free-range, industrial, dairy, beef"
bs-food_quality_date,Optional,"The date recommended for the use of the product while at peak quality, this date is not a reflection of safety unless used on infant formula this date is not a reflection of safety and is typically labeled on a food product as """"best if used by,"""" best by,"""" """"use by,"""" or """"freeze by"""", e.g., 5/24/2020"
bs-food_source,Optional,"Individual organism or category of organisms from which the food product or its major ingredient is derived, e.g., giant tiger prawn [FOODON:03412612]"
bs-food_trav_mode,Optional,A descriptor for the method of movement of food commodity along the food distribution system. This field accepts terms listed under travel mode (http://purl.obolibrary.org/obo/GENEPIO_0001064). If the proper descrptor is not listed please use text to describe the mode of travel. Multiple terms can be separated by one or more pipes
bs-food_trav_vehic,Optional,A descriptor for the mobile machine which is used to transport food commodities along the food distribution system. This field accepts terms listed under vehicle (http://purl.obolibrary.org/obo/ENVO_01000604). If the proper descrptor is not listed please use text to describe the mode of travel. Multiple terms can be separated by one or more pipes
bs-food_treat_proc,Optional,"Used to specifically characterize a food product based on the treatment or processes applied to the product or any indexed ingredient. The processes include adding, substituting or removing components or modifying the food or component, e.g., through fermentation. Multiple values can be assigned. This fields accepts terms listed under food treatment process (http://purl.obolibrary.org/obo/FOODON_03460111)"
bs-genetic_mod,Optional,"Genetic modifications of the genome of an organism, which may occur naturally by spontaneous mutation, or be introduced by some experimental means, e.g. specification of a transgene or the gene knocked-out or details of transient transfection"
bs-growth_habit,Optional,"Characteristic shape, appearance or growth form of a plant species, e.g., erect, semi-erect, spreading, prostrate"
bs-growth_medium,Optional,"A liquid or gel containing nutrients, salts, and other factors formulated to support the growth of microorganisms, cells, or plants (National Cancer Institute Thesaurus). The name of the medium used to grow the microorganism"
bs-host_age,Optional,Age of host at the time of sampling
bs-host_disease,Optional,"Name of relevant disease, e.g. Salmonella gastroenteritis. Controlled vocabulary, http://bioportal.bioontology.org/ontologies/1009 or http://www.ncbi.nlm.nih.gov/mesh"
bs-host_dry_mass,Optional,measurement of dry mass
bs-host_genotype,Optional,
bs-host_group_size,Optional,"The number of food animals of the same species that are maintained together as a unit, i.e. a herd or flock, e.g., 80"
bs-host_height,Optional,the height of subject
bs-host_housing,Optional,"Description of the housing system of the livestock. This field encourages terms listed under terrestrial management housing system (http://opendata.inra.fr/EOL/EOL_0001605), e.g., pen [EOL:0001902]"
bs-host_length,Optional,the length of subject
bs-host_phenotype,Optional,
bs-host_subspecf_genlin,Optional,"Information about the genetic distinctness of the host organism below the subspecies level e.g., serovar, serotype, biotype, ecotype, variety, cultivar, or any relevant genetic typing schemes like Group I plasmid. Subspecies should not be recorded in this term, but in the NCBI taxonomy. Supply both the lineage name and the lineage rank separated by a colon, e.g., biovar:abc123"
bs-host_taxid,Optional,"NCBI taxonomy ID of the host, e.g. 9606"
bs-host_tot_mass,Optional,"total mass of the host at collection, the unit depends on host"
bs-humidity,Optional,"amount of water vapour in the air, at the time of sampling"
bs-intended_consumer,Optional,"Food consumer type, human or animal, for which the food product is produced and marketed, e.g., human"
bs-lot_number,Optional,A distinctive alpha-numeric identification code assigned by the manufacturer or distributor to a specific quantity of manufactured material or product within a batch. The submitter should provide lot number of the item followed by the item name for which the lot number was provided
bs-mechanical_damage,Optional,information about any mechanical damage exerted on the plant; can include multiple damages and sites
bs-metagenome_source,Optional,"describes the original source of a metagenome assembled genome (MAG). Examples: soil metagenome, gut metagenome"
bs-misc_param,Optional,"any other measurement performed or parameter collected, that is not listed here"
bs-neg_cont_type,Optional,"The substance or equipment used as a negative control in an investigation, e.g., distilled water, phosphate buffer, empty collection device, empty collection tube, DNA-free PCR mix, sterile swab, sterile syringe"
bs-omics_observ_id,Optional,"A unique identifier of the omics-enabled observatory (or comparable time series) your data derives from. This identifier should be provided by the OMICON ontology; if you require a new identifier for your time series, contact the ontology's developers. Information is available here: https://github.com/GLOMICON/omicon. This field is only applicable to records which derive from an omics time-series or observatory."
bs-organism_count,Optional,"total count of any organism per gram or volume of sample,should include name of organism followed by count; can include multiple organism counts"
bs-part_plant_animal,Optional,"The anatomical part of the organism being involved in food production or consumption; e.g., a carrot is the root of the plant (root vegetable). This field accepts terms listed under part of plant or animal (http://purl.obolibrary.org/obo/FOODON_03420116)"
bs-perturbation,Optional,"type of perturbation, e.g. chemical administration, physical disturbance, etc., coupled with time that perturbation occurred; can include multiple perturbation types"
bs-ph,Optional,pH measurement
bs-ph_meth,Optional,reference or method used in determining pH
bs-plant_growth_med,Optional,"Type of the media used for growing sampled plants, e.g., soil [ENVO:00001998]"
bs-plant_part_maturity,Optional,A description of the stage of development of a plant or plant part based on maturity or ripeness. This field accepts terms listed under degree of plant maturity (http://purl.obolibrary.org/obo/FOODON_03530050)
bs-plant_reprod_crop,Optional,"Plant reproductive part used in the field during planting to start the crop, e.g., plant cutting, pregerminated seed, ratoon, seed, seedling, whole mature plant"
bs-plant_water_method,Optional,"Description of the equipment or method used to distribute water to crops. This field encourages terms listed under irrigation process (http://purl.obolibrary.org/obo/AGRO_00000006). Multiple terms can be separated by pipes, e.g., drip irrigation process [AGRO:00000056]"
bs-pos_cont_type,Optional,"The substance, mixture, product, or apparatus used to verify that a process which is part of an investigation delivers a true positive"
bs-previous_land_use,Optional,previous land use and dates
bs-prod_label_claims,Optional,"Labeling claims containing descriptors such as wild caught, free-range, organic, free-range, industrial, hormone-free, antibiotic free, cage free"
bs-purpose_of_sampling,Optional,"the reason that the sample was collected, e.g., active surveillance in response to an outbreak, active surveillance not initiated by an outbreak, clinical trial, cluster investigation, environmental assessment, farm sample, field trial, for cause, industry internal investigation, market sample, passive surveillance, population based studies, research, research and development"
bs-ref_biomaterial,Optional,Primary publication or genome report
bs-rel_location,Optional,"Location of sample to other parts of the farm, e.g. under crop plant, near irrigation ditch, from the dirt road, from air above crops, nearby river, e.g., furrow"
bs-rel_to_oxygen,Optional,"Is this organism an aerobe, anaerobe? Please note that aerobic and anaerobic are valid descriptors for microbial environments, eg, aerobe, anaerobe, facultative, microaerophilic, microanaerobe, obligate aerobe, obligate anaerobe, missing, not applicable, not collected, not provided, restricted access"
bs-repository,Optional,"the name of the institution where the sample or DNA extract is held or ""sample not available"" if the sample was used in its entirety for analysis or otherwise not retained"
bs-root_cond,Optional,"Relevant rooting conditions such as field plot size, sowing density, container dimensions, number of plants per container"
bs-root_med_carbon,Optional,"Source of organic carbon in the culture rooting medium, e.g., sucrose"
bs-root_med_macronutr,Optional,"Measurement of the culture rooting medium macronutrients (N,P, K, Ca, Mg, S), e.g., KH2PO4 (170mg/L)"
bs-root_med_micronutr,Optional,"Measurement of the culture rooting medium micronutrients (Fe, Mn, Zn, B, Cu, Mo), e.g., H3BO3 (6.2mg/L)"
bs-root_med_ph,Optional,"pH measurement of the culture rooting medium, e.g., 5.5"
bs-salinity,Optional,salinity measurement
bs-salinity_meth,Optional,reference or method used in determining salinity
bs-samp_collect_device,Optional,Method or device employed for collecting sample
bs-samp_mat_process,Optional,Processing applied to the sample during or after isolation
bs-samp_pooling,Optional,"Physical combination of several instances of like material, e.g., RNA extracted from samples or dishes of cell cultures into one big aliquot of cells. Please provide a short description of the samples that were pooled"
bs-samp_size,Optional,"Amount or size of sample (volume, mass or area) that was collected"
bs-samp_source_mat_cat,Optional,This is the scientific role or category that the subject organism or material has with respect to an investigation. This field accepts terms listed under specimen source material category (http://purl.obolibrary.org/obo/GENEPIO_0001237 or http://purl.obolibrary.org/obo/OBI_0100051)
bs-samp_store_dur,Optional,
bs-samp_store_temp,Optional,
bs-samp_vol_we_dna_ext,Optional,volume (mL) or weight (g) of sample processed for DNA extraction
bs-season,Optional,The season when sampling occurred. Any of the four periods into which the year is divided by the equinoxes and solstices. This field accepts terms listed under season (http://purl.obolibrary.org/obo/NCIT_C94729)
bs-season_humidity,Optional,Average humidity of the region throughout the growing season
bs-season_precpt,Optional,"The average of all seasonal precipitation values known, or an estimated equivalent value derived by such methods as regional indexes or Isohyetal maps"
bs-season_temp,Optional,Mean seasonal temperature
bs-serovar_or_serotype,Optional,A characterization of a cell or microorganism based on the antigenic properties of the molecules on its surface. Indicate the name of a serovar or serotype of interest. This field accepts terms under organism (http://purl.obolibrary.org/obo/NCIT_C14250). This field also accepts identification numbers from NCBI under https://www.ncbi.nlm.nih.gov/taxonomy
bs-size_frac,Optional,"Filtering pore size used in sample preparation, e.g., 0-0.22 micrometer"
bs-size_frac_low,Optional,Refers to the mesh/pore size used to pre-filter/pre-sort the sample. Materials larger than the size threshold are excluded from the sample
bs-size_frac_up,Optional,Refers to the mesh/pore size used to retain the sample. Materials smaller than the size threshold are excluded from the sample
bs-soil_conductivity,Optional,Conductivity of soil at time of sampling
bs-soil_cover,Optional,"Description of the material covering the sampled soil. This field accepts terms under ENVO:00010483, environmental material"
bs-soil_ph,Optional,The pH of soil at time of sampling
bs-soil_porosity,Optional,Porosity of soil or deposited sediment is volume of voids divided by the total volume of sample
bs-soil_temp,Optional,Temperature of soil at the time of sampling
bs-soil_texture_class,Optional,"One of the 12 soil texture classes use to describe soil texture based on the relative proportion of different grain sizes of mineral particles [sand (50 um to 2 mm), silt (2 um to 50 um), and clay (<2 um)] in a soil, e.g., clay, clay loam, loam, loamy sand, sand, sandy clay, sandy clay loam, sandy loam, silt, silty clay, silty clay loam, silt loam"
bs-soil_texture_meth,Optional,reference or method used in determining soil texture
bs-soil_type,Optional,soil series name or other lower-level classification
bs-soil_type_meth,Optional,reference or method used in determining soil series name or other lower-level classification
bs-solar_irradiance,Optional,the amount of solar energy that arrives at a specific area of a surface during a specific time interval
bs-source_material_id,Optional,"unique identifier assigned to a material sample used for extracting nucleic acids, and subsequent sequencing. The identifier can refer either to the original material collected or to any derived sub-samples."
bs-spikein_antibiotic,Optional,"Antimicrobials used in research study to assess effects of exposure on microbiome of a specific site. Please list antimicrobial, common name and/or class and concentration used for spike-in"
bs-spikein_count,Optional,"Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g., qPCR, atp, mpn, etc.) should also be provided, e.g., total prokaryotes; 3.5e7 cells per ml; qPCR"
bs-spikein_growth_med,Optional,"A liquid or gel containing nutrients, salts, and other factors formulated to support the growth of microorganisms, cells, or plants (National Cancer Institute Thesaurus). A growth medium is a culture medium which has the disposition to encourage growth of particular bacteria to the exclusion of others in the same growth environment. In this case, list the culture medium used to propagate the spike-in bacteria during preparation of spike-in inoculum. This field accepts terms listed under microbiological culture medium (http://purl.obolibrary.org/obo/MICRO_0000067). If the proper descriptor is not listed please use text to describe the spike in growth media"
bs-spikein_metal,Optional,Heavy metals used in research study to assess effects of exposure on microbiome of a specific site. Please list heavy metals and concentration used for spike-in
bs-spikein_org,Optional,Taxonomic information about the spike-in organism(s). This field accepts terms under organism (http://purl.obolibrary.org/obo/NCIT_C14250). This field also accepts identification numbers from NCBI under https://www.ncbi.nlm.nih.gov/taxonomy. Multiple terms can be separated by pipes
bs-spikein_serovar,Optional,Taxonomic information about the spike-in organism(s) at the serovar or serotype level. This field accepts terms under organism (http://purl.obolibrary.org/obo/NCIT_C14250). This field also accepts identification numbers from NCBI under https://www.ncbi.nlm.nih.gov/taxonomy. Multiple terms can be separated by pipes
bs-spikein_strain,Optional,Taxonomic information about the spike-in organism(s) at the strain level. This field accepts terms under organism (http://purl.obolibrary.org/obo/NCIT_C14250). This field also accepts identification numbers from NCBI under https://www.ncbi.nlm.nih.gov/taxonomy. Multiple terms can be separated by pipes
bs-temp,Optional,temperature of the sample at time of sampling
bs-tillage,Optional,note method(s) used for tilling
bs-timepoint,Optional,Time point at which a sample or observation is made or taken from a biomaterial as measured from some reference point. Indicate the timepoint written in ISO 8601 format
bs-tot_nitro,Optional,total nitrogen content of the sample
bs-tot_nitro_cont_meth,Optional,Reference or method used in determining the total nitrogen
bs-tot_org_c_meth,Optional,reference or method used in determining total organic C
bs-tot_org_carb,Optional,Definition for soil: total organic C content of the soil units of g C/kg soil. Definition otherwise: total organic carbon content
bs-turbidity,Optional,turbidity measurement
bs-ventilation_rate,Optional,ventilation rate of the system in the sampled premises
bs-ventilation_type,Optional,ventilation system used in the sampled premises
bs-water_frequency,Optional,Number of water delivery events within a given period of time
bs-water_ph,Optional,"The pH measurement of the sample, or liquid portion of sample, or aqueous phase of the fluid"
bs-water_source_adjac,Optional,Description of the environmental features that are adjacent to the farm water source. This field accepts terms under ecosystem (http://purl.obolibrary.org/obo/ENVO_01001110) and human construction (http://purl.obolibrary.org/obo/ENVO_00000070). Multiple terms can be separated by pipes
bs-water_source_shared,Optional,"Other users sharing access to the same water source, e.g., multiple users, agricutural, multiple users, no sharing"
bs-wind_direction,Optional,wind direction is the direction from which a wind originates
bs-wind_speed,Optional,speed of wind measured at the time of sampling
bs-title,Optional,"Optional internal field for how the BioSample submission should be named when viewed from the NCBI submission portal. If not provided, when performing submissions <--submission_name> with the suffix ""-BS"" will be used instead."
bs-comment,Optional,Optional internal field explaining the purpose of the submission for when interacting and resolving submission issues with NCBI.
