column_name,required_column,description
bs-perturbation,Optional,"type of perturbation, e.g. chemical administration, physical disturbance, etc., coupled with time that perturbation occurred; can include multiple perturbation types"
bs-pos_cont_type,Optional,"The substance, mixture, product, or apparatus used to verify that a process which is part of an investigation delivers a true positive"
bs-ref_biomaterial,Optional,Primary publication or genome report
bs-rel_to_oxygen,Optional,"Is this organism an aerobe, anaerobe? Please note that aerobic and anaerobic are valid descriptors for microbial environments, eg, aerobe, anaerobe, facultative, microaerophilic, microanaerobe, obligate aerobe, obligate anaerobe, missing, not applicable, not collected, not provided, restricted access"
bs-samp_capt_status,Optional,"Reason for the sample, e.g., active surveillance in response to an outbreak, active surveillance not initiated by an outbreak, farm sample, market sample"
bs-samp_collect_device,Optional,Method or device employed for collecting sample
bs-samp_dis_stage,Optional,"Stage of the disease at the time of sample collection, e.g., dissemination, growth and reproduction, infection, inoculation, penetration"
bs-samp_mat_process,Optional,Processing applied to the sample during or after isolation
bs-samp_salinity,Optional,
bs-samp_size,Optional,"Amount or size of sample (volume, mass or area) that was collected"
bs-samp_store_dur,Optional,
bs-samp_store_loc,Optional,
bs-samp_store_temp,Optional,
bs-samp_vol_we_dna_ext,Optional,volume (mL) or weight (g) of sample processed for DNA extraction
bs-size_frac,Optional,"Filtering pore size used in sample preparation, e.g., 0-0.22 micrometer"
bs-source_material_id,Optional,"unique identifier assigned to a material sample used for extracting nucleic acids, and subsequent sequencing. The identifier can refer either to the original material collected or to any derived sub-samples."
bs-temp,Optional,temperature of the sample at time of sampling
bs-wga_amp_appr,Optional,"method used to amplify genomic DNA in preparation for sequencing. Examples: MDR, WGA-X, MDA"
bs-title,Optional,"Optional internal field for how the BioSample submission should be named when viewed from the NCBI submission portal. If not provided, when performing submissions <--submission_name> with the suffix ""-BS"" will be used instead."
bs-comment,Optional,Optional internal field explaining the purpose of the submission for when interacting and resolving submission issues with NCBI.
