column_name,required_column,description
bs-part_org_carb,Optional,concentration of particulate organic carbon
bs-particle_class,Optional,"particles are classified, based on their size, into six general categories:clay, silt, sand, gravel, cobbles, and boulders; should include amount of particle preceded by the name of the particle type; can include multiple values"
bs-pathogenicity,Optional,To what is the entity pathogenic
bs-perturbation,Optional,"type of perturbation, e.g. chemical administration, physical disturbance, etc., coupled with time that perturbation occurred; can include multiple perturbation types"
bs-petroleum_hydrocarb,Optional,concentration of petroleum hydrocarbon
bs-ph,Optional,pH measurement
bs-phaeopigments,Optional,concentration of phaeopigments; can include multiple phaeopigments
bs-phosphate,Optional,concentration of phosphate
bs-phosplipid_fatt_acid,Optional,concentration of phospholipid fatty acids; can include multiple values
bs-porosity,Optional,porosity of deposited sediment is volume of voids divided by the total volume of sample
bs-pos_cont_type,Optional,"The substance, mixture, product, or apparatus used to verify that a process which is part of an investigation delivers a true positive"
bs-potassium,Optional,concentration of potassium
bs-pressure,Optional,"pressure to which the sample is subject, in atmospheres"
bs-redox_potential,Optional,"redox potential, measured relative to a hydrogen cell, indicating oxidation or reduction potential"
bs-ref_biomaterial,Optional,Primary publication or genome report
bs-salinity,Optional,salinity measurement
bs-samp_collect_device,Optional,Method or device employed for collecting sample
bs-samp_mat_process,Optional,Processing applied to the sample during or after isolation
bs-samp_size,Optional,"Amount or size of sample (volume, mass or area) that was collected"
bs-samp_store_dur,Optional,
bs-samp_store_loc,Optional,
bs-samp_store_temp,Optional,
bs-samp_vol_we_dna_ext,Optional,volume (mL) or weight (g) of sample processed for DNA extraction
bs-sediment_type,Optional,information about the sediment type based on major constituents
bs-silicate,Optional,concentration of silicate
bs-sodium,Optional,sodium concentration
bs-source_material_id,Optional,"unique identifier assigned to a material sample used for extracting nucleic acids, and subsequent sequencing. The identifier can refer either to the original material collected or to any derived sub-samples."
bs-subspecf_gen_lin,Optional,"Information about the genetic distinctness of the lineage (eg., biovar, serovar)"
bs-sulfate,Optional,concentration of sulfate
bs-sulfide,Optional,concentration of sulfide
bs-temp,Optional,temperature of the sample at time of sampling
bs-tidal_stage,Optional,stage of tide
bs-tot_carb,Optional,total carbon content
bs-tot_depth_water_col,Optional,measurement of total depth of water column
bs-tot_nitro,Optional,total nitrogen content of the sample
bs-tot_org_carb,Optional,Definition for soil: total organic C content of the soil units of g C/kg soil. Definition otherwise: total organic carbon content
bs-turbidity,Optional,turbidity measurement
bs-water_content,Optional,water content measurement
bs-title,Optional,"Optional internal field for how the BioSample submission should be named when viewed from the NCBI submission portal. If not provided, when performing submissions <--submission_name> with the suffix ""-BS"" will be used instead."
bs-comment,Optional,Optional internal field explaining the purpose of the submission for when interacting and resolving submission issues with NCBI.
