column_name,required_column,description
bs-host_dry_mass,Optional,measurement of dry mass
bs-host_genotype,Optional,
bs-host_height,Optional,the height of subject
bs-host_length,Optional,the length of subject
bs-host_life_stage,Optional,description of host life stage
bs-host_phenotype,Optional,
bs-host_subspecf_genlin,Optional,"Information about the genetic distinctness of the host organism below the subspecies level e.g., serovar, serotype, biotype, ecotype, variety, cultivar, or any relevant genetic typing schemes like Group I plasmid. Subspecies should not be recorded in this term, but in the NCBI taxonomy. Supply both the lineage name and the lineage rank separated by a colon, e.g., biovar:abc123"
bs-host_symbiont,Optional,"The taxonomic name of the organism(s) found living in mutualistic, commensalistic, or parasitic symbiosis with the specific host"
bs-host_taxid,Optional,"NCBI taxonomy ID of the host, e.g. 9606"
bs-host_tot_mass,Optional,"total mass of the host at collection, the unit depends on host"
bs-host_wet_mass,Optional,measurement of wet mass
bs-humidity_regm,Optional,"information about treatment involving an exposure to varying degree of humidity; information about treatment involving use of growth hormones; should include amount of humidity administered, treatment duration, interval and total experimental duration; can include multiple regimens"
bs-isolation_source,Optional,"Describes the physical, environmental and/or local geographical source of the biological sample from which the sample was derived."
bs-light_regm,Optional,"Information about treatment(s) involving exposure to light, including both light intensity and quality"
bs-mechanical_damage,Optional,information about any mechanical damage exerted on the plant; can include multiple damages and sites
bs-mineral_nutr_regm,Optional,"information about treatment involving the use of mineral supplements; should include the name of mineral nutrient, amount administered, treatment duration, interval and total experimental duration; can include multiple mineral nutrient regimens"
bs-misc_param,Optional,"any other measurement performed or parameter collected, that is not listed here"
bs-neg_cont_type,Optional,"The substance or equipment used as a negative control in an investigation, e.g., distilled water, phosphate buffer, empty collection device, empty collection tube, DNA-free PCR mix, sterile swab, sterile syringe"
bs-non_mineral_nutr_regm,Optional,"information about treatment involving the exposure of plant to non-mineral nutrient such as oxygen, hydrogen or carbon; should include the name of non-mineral nutrient, amount administered, treatment duration, interval and total experimental duration; can include multiple non-mineral nutrient regimens"
bs-num_replicons,Optional,Number of replicons in nuclear genome
bs-omics_observ_id,Optional,"A unique identifier of the omics-enabled observatory (or comparable time series) your data derives from. This identifier should be provided by the OMICON ontology; if you require a new identifier for your time series, contact the ontology's developers. Information is available here: https://github.com/GLOMICON/omicon. This field is only applicable to records which derive from an omics time-series or observatory."
bs-organism_count,Optional,"total count of any organism per gram or volume of sample,should include name of organism followed by count; can include multiple organism counts"
bs-oxy_stat_samp,Optional,oxygenation status of sample
bs-pathogenicity,Optional,To what is the entity pathogenic
bs-perturbation,Optional,"type of perturbation, e.g. chemical administration, physical disturbance, etc., coupled with time that perturbation occurred; can include multiple perturbation types"
bs-pesticide_regm,Optional,"information about treatment involving use of insecticides; should include the name of pesticide, amount administered, treatment duration, interval and total experimental duration; can include multiple pesticide regimens"
bs-ph_regm,Optional,information about treatment involving exposure of plants to varying levels of pH of the growth media; can include multiple regimen
bs-plant_growth_med,Optional,"Type of the media used for growing sampled plants, e.g., soil [ENVO:00001998]"
bs-plant_product,Optional,"substance produced by the plant, where the sample was obtained from"
bs-plant_sex,Optional,"Sex of the reproductive parts on the whole plant, e.g., androdioecious, androecious, androgynous, androgynomonoecious, andromonoecious, bisexual, dichogamous, diclinous, dioecious, gynodioecious, gynoecious, gynomonoecious, hermaphroditic, imperfect, monoclinous, monoecious, perfect, polygamodioecious, polygamomonoecious, polygamous, protandrous, protogynous, subandroecious, subdioecious, subgynoecious, synoecious, trimonoecious, trioecious, unisexual"
bs-plant_struc,Optional,"Name of plant structure the sample was obtained from; for Plant Ontology (PO) (v releases/2017-12-14) terms, see http://purl.bioontology.org/ontology/PO, e.g., petiole epidermis (PO_0000051). If an individual flower is sampled, the sex of it can be recorded here"
bs-ploidy,Optional,"Ploidy level of genome (eg., haploid, diploid)"
bs-pos_cont_type,Optional,"The substance, mixture, product, or apparatus used to verify that a process which is part of an investigation delivers a true positive"
bs-propagation,Optional,phage: lytic/lysogenic/temperate/obligately lytic; plasmid: incompatibility group; eukaryote: asexual/sexual
bs-radiation_regm,Optional,"information about treatment involving exposure of plant or a plant part to a particular radiation regimen; should include the radiation type, amount or intensity administered, treatment duration, interval and total experimental duration; can include multiple radiation regimens"
bs-rainfall_regm,Optional,information about treatment involving an exposure to a given amount of rainfall; can include multiple regimens
bs-ref_biomaterial,Optional,Primary publication or genome report
bs-root_cond,Optional,"Relevant rooting conditions such as field plot size, sowing density, container dimensions, number of plants per container"
bs-root_med_carbon,Optional,"Source of organic carbon in the culture rooting medium, e.g., sucrose"
bs-root_med_macronutr,Optional,"Measurement of the culture rooting medium macronutrients (N,P, K, Ca, Mg, S), e.g., KH2PO4 (170mg/L)"
bs-root_med_micronutr,Optional,"Measurement of the culture rooting medium micronutrients (Fe, Mn, Zn, B, Cu, Mo), e.g., H3BO3 (6.2mg/L)"
bs-root_med_ph,Optional,"pH measurement of the culture rooting medium, e.g., 5.5"
bs-root_med_regl,Optional,"Growth regulators in the culture rooting medium such as cytokinins, auxins, gybberellins, abscisic acid, e.g., 0.5 mg/L NAA"
bs-root_med_solid,Optional,"Specification of the solidifying agent in the culture rooting medium, e.g., agar"
bs-root_med_suppl,Optional,"Organic supplements of the culture rooting medium, such as vitamins, amino acids, organic acids, antibiotics activated charcoal, e.g., nicotinic acid (0.5 mg/L)"
bs-salt_regm,Optional,"information about treatment involving use of salts as supplement to liquid and soil growth media; should include the name of salt, amount administered, treatment duration, interval and total experimental duration; can include multiple salt regimens"
bs-samp_capt_status,Optional,"Reason for the sample, e.g., active surveillance in response to an outbreak, active surveillance not initiated by an outbreak, farm sample, market sample"
bs-samp_collect_device,Optional,Method or device employed for collecting sample
bs-samp_dis_stage,Optional,"Stage of the disease at the time of sample collection, e.g., dissemination, growth and reproduction, infection, inoculation, penetration"
bs-samp_mat_process,Optional,Processing applied to the sample during or after isolation
bs-samp_salinity,Optional,
bs-samp_size,Optional,"Amount or size of sample (volume, mass or area) that was collected"
bs-samp_store_dur,Optional,
bs-samp_store_loc,Optional,
bs-samp_store_temp,Optional,
bs-samp_vol_we_dna_ext,Optional,volume (mL) or weight (g) of sample processed for DNA extraction
bs-season_environment,Optional,"treatment involving an exposure to a particular season (e.g. winter, summer, rabi, rainy etc.)"
bs-source_material_id,Optional,"unique identifier assigned to a material sample used for extracting nucleic acids, and subsequent sequencing. The identifier can refer either to the original material collected or to any derived sub-samples."
bs-standing_water_regm,Optional,"treatment involving an exposure to standing water during a plant's life span, types can be flood water or standing water; can include multiple regimens"
bs-subspecf_gen_lin,Optional,"Information about the genetic distinctness of the lineage (eg., biovar, serovar)"
bs-temp,Optional,temperature of the sample at time of sampling
bs-tiss_cult_growth_med,Optional,description of plant tissue culture growth media used
bs-trophic_level,Optional,"Feeding position in food chain (eg., chemolithotroph)"
bs-water_temp_regm,Optional,information about treatment involving an exposure to water with varying degree of temperature; can include multiple regimens
bs-watering_regm,Optional,information about treatment involving an exposure to watering frequencies; can include multiple regimens
bs-title,Optional,"Optional internal field for how the BioSample submission should be named when viewed from the NCBI submission portal. If not provided, when performing submissions <--submission_name> with the suffix ""-BS"" will be used instead."
bs-comment,Optional,Optional internal field explaining the purpose of the submission for when interacting and resolving submission issues with NCBI.
