column_name,required_column,description
bs-host_of_host_env_med,Optional,"Report the environmental material(s) immediately surrounding the symbiotic host organism at the time of sampling. This usually will be a tissue or substance type from the host, but may be another material if the symbiont is external to the host. We recommend using classes from the UBERON ontology, but subclasses of 'environmental material' (http://purl.obolibrary.org/obo/ENVO_00010483) may also be used. EnvO documentation about how to use the field: https://github.com/EnvironmentOntology/envo/wiki/Using-ENVO-with-MIxS.  Terms from other OBO ontologies are permissible as long as they reference mass/volume nouns (e.g., air, water, blood) and not discrete, countable entities (e.g., intestines, heart)"
bs-host_of_host_fam_rel,Optional,Familial relationship of the host of the symbiotic host organisms to other hosts of symbiotic host organism in the same study; can include multiple relationships
bs-host_of_host_geno,Optional,Observed genotype of the host of the symbiotic host organism
bs-host_of_host_gravid,Optional,"Whether or not the host of the symbiotic host organism is gravid, and if yes date due or date post-conception, specifying which is used"
bs-host_of_host_infname,Optional,Taxonomic name information of the host of the symbiotic host organism below subspecies level
bs-host_of_host_infrank,Optional,"Taxonomic rank information about the host of the symbiotic host organism below subspecies level, such as variety, form, rank"
bs-host_of_host_name,Optional,Common name of the host of the symbiotic host organism
bs-host_of_host_pheno,Optional,"Phenotype of the host of the symbiotic host organism. For phenotypic quality ontology (PATO) terms, see http://purl.bioontology.org/ontology/pato"
bs-host_of_host_sub_id,Optional,"A unique identifier by which each host of the symbiotic host organism subject can be referred to, de-identified, e.g. #H14"
bs-host_of_host_taxid,Optional,NCBI taxon id of the host of the symbiotic host organism
bs-host_of_host_totmass,Optional,"Total mass of the host of the symbiotic host organism at collection, the unit depends on the host"
bs-host_phenotype,Optional,
bs-host_sex,Optional,Biological sex of the host
bs-host_shape,Optional,morphological shape of host
bs-host_specificity,Optional,"Level of specificity of symbiont-host interaction, e.g., family-specific, generalist, genus-specific, species-specific"
bs-host_subject_id,Optional,"a unique identifier by which each subject can be referred to, de-identified, e.g. #131"
bs-host_substrate,Optional,the growth substrate of the host
bs-host_symbiont,Optional,"The taxonomic name of the organism(s) found living in mutualistic, commensalistic, or parasitic symbiosis with the specific host"
bs-host_taxid,Optional,"NCBI taxonomy ID of the host, e.g. 9606"
bs-host_tissue_sampled,Optional,"name of body site where the sample was obtained from, such as a specific organ or tissue, e.g., tongue, lung. For foundational model of anatomy ontology (fma) (v 4.11.0) or Uber-anatomy ontology (UBERON) (v releases/2014-06-15) terms, please see http://purl.bioontology.org/ontology/FMA or http://purl.bioontology.org/ontology/UBERON"
bs-host_tot_mass,Optional,"total mass of the host at collection, the unit depends on host"
bs-isolation_source,Optional,"Describes the physical, environmental and/or local geographical source of the biological sample from which the sample was derived."
bs-misc_param,Optional,"any other measurement performed or parameter collected, that is not listed here"
bs-mode_transmission,Optional,"The process through which the symbiotic host organism entered the host from which it was sampled, e.g., horizontal:castrator, horizontal:directly transmitted, horizontal:micropredator, horizontal:parasitoid, horizontal:trophically transmitted, horizontal:vector transmitted, vertical"
bs-neg_cont_type,Optional,"The substance or equipment used as a negative control in an investigation, e.g., distilled water, phosphate buffer, empty collection device, empty collection tube, DNA-free PCR mix, sterile swab, sterile syringe"
bs-num_replicons,Optional,Number of replicons in nuclear genome
bs-omics_observ_id,Optional,"A unique identifier of the omics-enabled observatory (or comparable time series) your data derives from. This identifier should be provided by the OMICON ontology; if you require a new identifier for your time series, contact the ontology's developers. Information is available here: https://github.com/GLOMICON/omicon. This field is only applicable to records which derive from an omics time-series or observatory."
bs-organism_count,Optional,"total count of any organism per gram or volume of sample,should include name of organism followed by count; can include multiple organism counts"
bs-oxy_stat_samp,Optional,oxygenation status of sample
bs-pathogenicity,Optional,To what is the entity pathogenic
bs-perturbation,Optional,"type of perturbation, e.g. chemical administration, physical disturbance, etc., coupled with time that perturbation occurred; can include multiple perturbation types"
bs-ploidy,Optional,"Ploidy level of genome (eg., haploid, diploid)"
bs-pos_cont_type,Optional,"The substance, mixture, product, or apparatus used to verify that a process which is part of an investigation delivers a true positive"
bs-propagation,Optional,phage: lytic/lysogenic/temperate/obligately lytic; plasmid: incompatibility group; eukaryote: asexual/sexual
bs-ref_biomaterial,Optional,Primary publication or genome report
bs-route_transmission,Optional,"Description of path taken by the symbiotic host organism being sampled in order to establish a symbiotic relationship with the host (with which it was observed at the time of sampling) via a mode of transmission (specified in mode_transmission), e.g., environmental:faecal-oral, transplacental, vector-borne:vector penetration"
bs-samp_collect_device,Optional,Method or device employed for collecting sample
bs-samp_mat_process,Optional,Processing applied to the sample during or after isolation
bs-samp_salinity,Optional,
bs-samp_size,Optional,"Amount or size of sample (volume, mass or area) that was collected"
bs-samp_store_dur,Optional,
bs-samp_store_loc,Optional,
bs-samp_store_sol,Optional,"Solution within which sample was stored, if any"
bs-samp_store_temp,Optional,
bs-samp_vol_we_dna_ext,Optional,volume (mL) or weight (g) of sample processed for DNA extraction
bs-source_material_id,Optional,"unique identifier assigned to a material sample used for extracting nucleic acids, and subsequent sequencing. The identifier can refer either to the original material collected or to any derived sub-samples."
bs-subspecf_gen_lin,Optional,"Information about the genetic distinctness of the lineage (eg., biovar, serovar)"
bs-symbiont_host_role,Optional,"Role of the host in the life cycle of the symbiotic organism, e.g., accidental, dead-end, definitive, intermediate, paratenic, reservoir, single host"
bs-temp,Optional,temperature of the sample at time of sampling
bs-trophic_level,Optional,"Feeding position in food chain (eg., chemolithotroph)"
bs-type_of_symbiosis,Optional,"Type of biological interaction established between the symbiotic host organism being sampled and its respective host, e.g., commensalistic, mutualistic, parasitic"
bs-title,Optional,"Optional internal field for how the BioSample submission should be named when viewed from the NCBI submission portal. If not provided, when performing submissions <--submission_name> with the suffix ""-BS"" will be used instead."
bs-comment,Optional,Optional internal field explaining the purpose of the submission for when interacting and resolving submission issues with NCBI.
